idx,Syll-Type,Premise,Hypothesis,label
95002,1,Some Germans are not Carpenters and all Germans are Films collectors.,All Films collectors are Carpenters.,1
95003,1,Some Germans are not Cashiers and all Germans are Films collectors.,All Films collectors are Cashiers.,1
95004,1,Some Germans are not Chief executives and all Germans are Films collectors.,All Films collectors are Chief executives.,1
95005,1,Some Germans are not Childcare workers and all Germans are Films collectors.,All Films collectors are Childcare workers.,1
95006,1,Some Germans are not Chiropractors and all Germans are Films collectors.,All Films collectors are Chiropractors.,1
95007,1,Some Germans are not Civil engineers and all Germans are Films collectors.,All Films collectors are Civil engineers.,1
95008,1,Some Germans are not Clergys and all Germans are Films collectors.,All Films collectors are Clergys.,1
95009,1,Some Germans are not Commercial divers and all Germans are Films collectors.,All Films collectors are Commercial divers.,1
95010,1,Some Ghanaians are not Bailiffs and all Ghanaians are Films collectors.,All Films collectors are Bailiffs.,1
95011,1,Some Ghanaians are not Bakers and all Ghanaians are Films collectors.,All Films collectors are Bakers.,1
95012,1,Some Ghanaians are not Barbers and all Ghanaians are Films collectors.,All Films collectors are Barbers.,1
95013,1,Some Ghanaians are not Bartenders and all Ghanaians are Films collectors.,All Films collectors are Bartenders.,1
95014,1,Some Ghanaians are not Boilermakers and all Ghanaians are Films collectors.,All Films collectors are Boilermakers.,1
95015,1,Some Ghanaians are not Brokerage clerks and all Ghanaians are Films collectors.,All Films collectors are Brokerage clerks.,1
95016,1,Some Ghanaians are not Budget analysts and all Ghanaians are Films collectors.,All Films collectors are Budget analysts.,1
95017,1,Some Ghanaians are not Carpenters and all Ghanaians are Films collectors.,All Films collectors are Carpenters.,1
95018,1,Some Ghanaians are not Cashiers and all Ghanaians are Films collectors.,All Films collectors are Cashiers.,1
95019,1,Some Ghanaians are not Chief executives and all Ghanaians are Films collectors.,All Films collectors are Chief executives.,1
95020,1,Some Ghanaians are not Childcare workers and all Ghanaians are Films collectors.,All Films collectors are Childcare workers.,1
95021,1,Some Ghanaians are not Chiropractors and all Ghanaians are Films collectors.,All Films collectors are Chiropractors.,1
95022,1,Some Ghanaians are not Civil engineers and all Ghanaians are Films collectors.,All Films collectors are Civil engineers.,1
95023,1,Some Ghanaians are not Clergys and all Ghanaians are Films collectors.,All Films collectors are Clergys.,1
95024,1,Some Ghanaians are not Commercial divers and all Ghanaians are Films collectors.,All Films collectors are Commercial divers.,1
95025,1,Some Gibraltarians are not Bailiffs and all Gibraltarians are Films collectors.,All Films collectors are Bailiffs.,1
95026,1,Some Gibraltarians are not Bakers and all Gibraltarians are Films collectors.,All Films collectors are Bakers.,1
95027,1,Some Gibraltarians are not Barbers and all Gibraltarians are Films collectors.,All Films collectors are Barbers.,1
95028,1,Some Gibraltarians are not Bartenders and all Gibraltarians are Films collectors.,All Films collectors are Bartenders.,1
95029,1,Some Gibraltarians are not Boilermakers and all Gibraltarians are Films collectors.,All Films collectors are Boilermakers.,1
95030,1,Some Gibraltarians are not Brokerage clerks and all Gibraltarians are Films collectors.,All Films collectors are Brokerage clerks.,1
95031,1,Some Gibraltarians are not Budget analysts and all Gibraltarians are Films collectors.,All Films collectors are Budget analysts.,1
95032,1,Some Gibraltarians are not Carpenters and all Gibraltarians are Films collectors.,All Films collectors are Carpenters.,1
95033,1,Some Gibraltarians are not Cashiers and all Gibraltarians are Films collectors.,All Films collectors are Cashiers.,1
95034,1,Some Gibraltarians are not Chief executives and all Gibraltarians are Films collectors.,All Films collectors are Chief executives.,1
95035,1,Some Gibraltarians are not Childcare workers and all Gibraltarians are Films collectors.,All Films collectors are Childcare workers.,1
95036,1,Some Gibraltarians are not Chiropractors and all Gibraltarians are Films collectors.,All Films collectors are Chiropractors.,1
95037,1,Some Gibraltarians are not Civil engineers and all Gibraltarians are Films collectors.,All Films collectors are Civil engineers.,1
95038,1,Some Gibraltarians are not Clergys and all Gibraltarians are Films collectors.,All Films collectors are Clergys.,1
95039,1,Some Gibraltarians are not Commercial divers and all Gibraltarians are Films collectors.,All Films collectors are Commercial divers.,1
95040,1,Some Greeks are not Bailiffs and all Greeks are Films collectors.,All Films collectors are Bailiffs.,1
95041,1,Some Greeks are not Bakers and all Greeks are Films collectors.,All Films collectors are Bakers.,1
95042,1,Some Greeks are not Barbers and all Greeks are Films collectors.,All Films collectors are Barbers.,1
95043,1,Some Greeks are not Bartenders and all Greeks are Films collectors.,All Films collectors are Bartenders.,1
95044,1,Some Greeks are not Boilermakers and all Greeks are Films collectors.,All Films collectors are Boilermakers.,1
95045,1,Some Greeks are not Brokerage clerks and all Greeks are Films collectors.,All Films collectors are Brokerage clerks.,1
95046,1,Some Greeks are not Budget analysts and all Greeks are Films collectors.,All Films collectors are Budget analysts.,1
95047,1,Some Greeks are not Carpenters and all Greeks are Films collectors.,All Films collectors are Carpenters.,1
95048,1,Some Greeks are not Cashiers and all Greeks are Films collectors.,All Films collectors are Cashiers.,1
95049,1,Some Greeks are not Chief executives and all Greeks are Films collectors.,All Films collectors are Chief executives.,1
95050,1,Some Greeks are not Childcare workers and all Greeks are Films collectors.,All Films collectors are Childcare workers.,1
95051,1,Some Greeks are not Chiropractors and all Greeks are Films collectors.,All Films collectors are Chiropractors.,1
95052,1,Some Greeks are not Civil engineers and all Greeks are Films collectors.,All Films collectors are Civil engineers.,1
95053,1,Some Greeks are not Clergys and all Greeks are Films collectors.,All Films collectors are Clergys.,1
95054,1,Some Greeks are not Commercial divers and all Greeks are Films collectors.,All Films collectors are Commercial divers.,1
95055,1,Some Greenlandics are not Bailiffs and all Greenlandics are Films collectors.,All Films collectors are Bailiffs.,1
95056,1,Some Greenlandics are not Bakers and all Greenlandics are Films collectors.,All Films collectors are Bakers.,1
95057,1,Some Greenlandics are not Barbers and all Greenlandics are Films collectors.,All Films collectors are Barbers.,1
95058,1,Some Greenlandics are not Bartenders and all Greenlandics are Films collectors.,All Films collectors are Bartenders.,1
95059,1,Some Greenlandics are not Boilermakers and all Greenlandics are Films collectors.,All Films collectors are Boilermakers.,1
95060,1,Some Greenlandics are not Brokerage clerks and all Greenlandics are Films collectors.,All Films collectors are Brokerage clerks.,1
95061,1,Some Greenlandics are not Budget analysts and all Greenlandics are Films collectors.,All Films collectors are Budget analysts.,1
95062,1,Some Greenlandics are not Carpenters and all Greenlandics are Films collectors.,All Films collectors are Carpenters.,1
95063,1,Some Greenlandics are not Cashiers and all Greenlandics are Films collectors.,All Films collectors are Cashiers.,1
95064,1,Some Greenlandics are not Chief executives and all Greenlandics are Films collectors.,All Films collectors are Chief executives.,1
95065,1,Some Greenlandics are not Childcare workers and all Greenlandics are Films collectors.,All Films collectors are Childcare workers.,1
95066,1,Some Greenlandics are not Chiropractors and all Greenlandics are Films collectors.,All Films collectors are Chiropractors.,1
95067,1,Some Greenlandics are not Civil engineers and all Greenlandics are Films collectors.,All Films collectors are Civil engineers.,1
95068,1,Some Greenlandics are not Clergys and all Greenlandics are Films collectors.,All Films collectors are Clergys.,1
95069,1,Some Greenlandics are not Commercial divers and all Greenlandics are Films collectors.,All Films collectors are Commercial divers.,1
95070,1,Some Grenadians are not Bailiffs and all Grenadians are Films collectors.,All Films collectors are Bailiffs.,1
95071,1,Some Grenadians are not Bakers and all Grenadians are Films collectors.,All Films collectors are Bakers.,1
95072,1,Some Grenadians are not Barbers and all Grenadians are Films collectors.,All Films collectors are Barbers.,1
95073,1,Some Grenadians are not Bartenders and all Grenadians are Films collectors.,All Films collectors are Bartenders.,1
95074,1,Some Grenadians are not Boilermakers and all Grenadians are Films collectors.,All Films collectors are Boilermakers.,1
95075,1,Some Grenadians are not Brokerage clerks and all Grenadians are Films collectors.,All Films collectors are Brokerage clerks.,1
95076,1,Some Grenadians are not Budget analysts and all Grenadians are Films collectors.,All Films collectors are Budget analysts.,1
95077,1,Some Grenadians are not Carpenters and all Grenadians are Films collectors.,All Films collectors are Carpenters.,1
95078,1,Some Grenadians are not Cashiers and all Grenadians are Films collectors.,All Films collectors are Cashiers.,1
95079,1,Some Grenadians are not Chief executives and all Grenadians are Films collectors.,All Films collectors are Chief executives.,1
95080,1,Some Grenadians are not Childcare workers and all Grenadians are Films collectors.,All Films collectors are Childcare workers.,1
95081,1,Some Grenadians are not Chiropractors and all Grenadians are Films collectors.,All Films collectors are Chiropractors.,1
95082,1,Some Grenadians are not Civil engineers and all Grenadians are Films collectors.,All Films collectors are Civil engineers.,1
95083,1,Some Grenadians are not Clergys and all Grenadians are Films collectors.,All Films collectors are Clergys.,1
95084,1,Some Grenadians are not Commercial divers and all Grenadians are Films collectors.,All Films collectors are Commercial divers.,1
95085,1,Some Guamanians are not Bailiffs and all Guamanians are Films collectors.,All Films collectors are Bailiffs.,1
95086,1,Some Guamanians are not Bakers and all Guamanians are Films collectors.,All Films collectors are Bakers.,1
95087,1,Some Guamanians are not Barbers and all Guamanians are Films collectors.,All Films collectors are Barbers.,1
95088,1,Some Guamanians are not Bartenders and all Guamanians are Films collectors.,All Films collectors are Bartenders.,1
95089,1,Some Guamanians are not Boilermakers and all Guamanians are Films collectors.,All Films collectors are Boilermakers.,1
95090,1,Some Guamanians are not Brokerage clerks and all Guamanians are Films collectors.,All Films collectors are Brokerage clerks.,1
95091,1,Some Guamanians are not Budget analysts and all Guamanians are Films collectors.,All Films collectors are Budget analysts.,1
95092,1,Some Guamanians are not Carpenters and all Guamanians are Films collectors.,All Films collectors are Carpenters.,1
95093,1,Some Guamanians are not Cashiers and all Guamanians are Films collectors.,All Films collectors are Cashiers.,1
95094,1,Some Guamanians are not Chief executives and all Guamanians are Films collectors.,All Films collectors are Chief executives.,1
95095,1,Some Guamanians are not Childcare workers and all Guamanians are Films collectors.,All Films collectors are Childcare workers.,1
95096,1,Some Guamanians are not Chiropractors and all Guamanians are Films collectors.,All Films collectors are Chiropractors.,1
95097,1,Some Guamanians are not Civil engineers and all Guamanians are Films collectors.,All Films collectors are Civil engineers.,1
95098,1,Some Guamanians are not Clergys and all Guamanians are Films collectors.,All Films collectors are Clergys.,1
95099,1,Some Guamanians are not Commercial divers and all Guamanians are Films collectors.,All Films collectors are Commercial divers.,1
